timestamp,x,y,z,roll,pitch,yaw
3160,288.86000000000001,229.77000000000001,212.56999999999999,172.90000000000001,-83,7
3161,288.61000000000001,229.19000000000000,212.81999999999999,172.90000000000001,-83,7
3162,288.36000000000001,228.62000000000000,213.06999999999999,172.90000000000001,-83,7
3163,288.12000000000000,228.03000000000000,213.31999999999999,172.90000000000001,-83,7
3164,287.88999999999999,227.44999999999999,213.56999999999999,172.90000000000001,-83,7
3165,287.66000000000003,226.87000000000000,213.83000000000001,172.90000000000001,-83,7
3166,287.43000000000001,226.28999999999999,214.09000000000000,172.90000000000001,-83,7
3167,287.19999999999999,225.71000000000001,214.34999999999999,172.90000000000001,-83,7
3168,286.98000000000002,225.13999999999999,214.62000000000000,172.90000000000001,-83,7
3169,286.75,224.56000000000000,214.90000000000001,172.90000000000001,-83,7
3170,286.51999999999998,224.0,215.19000000000000,172.90000000000001,-83,7
3171,286.30000000000001,223.43000000000001,215.47999999999999,172.90000000000001,-83,7
3172,286.06999999999999,222.87000000000000,215.77000000000001,172.90000000000001,-83,7
3173,285.85000000000002,222.30000000000001,216.06999999999999,172.90000000000001,-83,7
3174,285.62000000000000,221.74000000000001,216.37000000000000,172.90000000000001,-83,7
3175,285.41000000000003,221.18000000000001,216.66999999999999,172.90000000000001,-83,7
3176,285.19000000000000,220.61000000000001,216.97000000000000,172.90000000000001,-83,7
3177,284.98000000000002,220.03999999999999,217.27000000000001,172.90000000000001,-83,7
3178,284.77999999999997,219.47000000000000,217.56999999999999,172.90000000000001,-83,7
3179,284.57999999999998,218.88999999999999,217.86000000000001,172.90000000000001,-83,7
3180,284.38000000000000,218.31000000000000,218.15000000000001,172.90000000000001,-83,7
3181,284.19000000000000,217.72999999999999,218.43000000000001,172.90000000000001,-83,7
3182,284.00999999999999,217.13999999999999,218.71000000000001,172.90000000000001,-83,7
3183,283.81999999999999,216.55000000000001,218.97000000000000,172.90000000000001,-83,7
3184,283.64999999999998,215.94999999999999,219.24000000000001,172.90000000000001,-83,7
3185,283.48000000000002,215.34999999999999,219.49000000000001,172.90000000000001,-83,7
3186,283.31000000000000,214.74000000000001,219.72999999999999,172.90000000000001,-83,7
3187,283.14999999999998,214.12000000000000,219.96000000000001,172.90000000000001,-83,7
3188,282.99000000000001,213.5,220.16999999999999,172.90000000000001,-83,7
3189,282.83999999999997,212.88000000000000,220.38000000000000,172.90000000000001,-83,7
3190,282.69999999999999,212.25,220.56999999999999,172.90000000000001,-83,7
3191,282.56000000000000,211.61000000000001,220.75,172.90000000000001,-83,7
3192,282.42000000000002,210.97000000000000,220.91000000000000,172.90000000000001,-83,7
3193,282.29000000000002,210.31999999999999,221.06000000000000,172.90000000000001,-83,7
3194,282.16000000000003,209.66999999999999,221.19999999999999,172.90000000000001,-83,7
3195,282.04000000000002,209.02000000000001,221.31999999999999,172.90000000000001,-83,7
3196,281.92000000000002,208.36000000000001,221.41999999999999,172.90000000000001,-83,7
3197,281.81000000000000,207.69999999999999,221.52000000000001,172.90000000000001,-83,7
3198,281.69999999999999,207.03999999999999,221.59000000000000,172.90000000000001,-83,7
3199,281.58999999999997,206.38000000000000,221.65000000000001,172.90000000000001,-83,7
3200,281.49000000000001,205.71000000000001,221.69999999999999,172.90000000000001,-83,7
3201,281.38999999999999,205.03999999999999,221.74000000000001,172.90000000000001,-83,7
3202,281.29000000000002,204.38000000000000,221.75999999999999,172.90000000000001,-83,7
3203,281.19000000000000,203.71000000000001,221.77000000000001,172.90000000000001,-83,7
3204,281.10000000000002,203.03999999999999,221.77000000000001,172.90000000000001,-83,7
3205,281.00999999999999,202.37000000000000,221.75999999999999,172.90000000000001,-83,7
3206,280.92000000000002,201.69999999999999,221.74000000000001,172.90000000000001,-83,7
3207,280.81999999999999,201.03000000000000,221.71000000000001,172.90000000000001,-83,7
3208,280.73000000000002,200.36000000000001,221.66000000000000,172.90000000000001,-83,7
3209,280.64999999999998,199.69000000000000,221.61000000000001,172.90000000000001,-83,7
3210,280.56000000000000,199.03000000000000,221.56000000000000,172.90000000000001,-83,7
3211,280.47000000000003,198.36000000000001,221.49000000000001,172.90000000000001,-83,7
3212,280.38999999999999,197.69000000000000,221.43000000000001,172.90000000000001,-83,7
3213,280.30000000000001,197.03000000000000,221.36000000000001,172.90000000000001,-83,7
3214,280.22000000000003,196.36000000000001,221.28000000000000,172.90000000000001,-83,7
3215,280.13999999999999,195.69000000000000,221.21000000000001,172.90000000000001,-83,7
3216,280.06999999999999,195.03000000000000,221.13000000000000,172.90000000000001,-83,7
3217,279.99000000000001,194.36000000000001,221.05000000000001,172.90000000000001,-83,7
3218,279.92000000000002,193.69000000000000,220.97000000000000,172.90000000000001,-83,7
3219,279.86000000000001,193.02000000000001,220.88999999999999,172.90000000000001,-83,7
3220,279.79000000000002,192.36000000000001,220.81999999999999,172.90000000000001,-83,7
3221,279.73000000000002,191.69000000000000,220.74000000000001,172.90000000000001,-83,7
3222,279.66000000000003,191.02000000000001,220.66000000000000,172.90000000000001,-83,7
3223,279.60000000000002,190.34999999999999,220.58000000000001,172.90000000000001,-83,7
3224,279.54000000000002,189.68000000000001,220.49000000000001,172.90000000000001,-83,7
3225,279.48000000000002,189.02000000000001,220.41000000000000,172.90000000000001,-83,7
3226,279.43000000000001,188.34999999999999,220.33000000000001,172.90000000000001,-83,7
3227,279.37000000000000,187.68000000000001,220.24000000000001,172.90000000000001,-83,7
3228,279.31000000000000,187.00999999999999,220.15000000000001,172.90000000000001,-83,7
3229,279.25999999999999,186.34999999999999,220.06000000000000,172.90000000000001,-83,7
3230,279.19999999999999,185.68000000000001,219.96000000000001,172.90000000000001,-83,7
3231,279.13999999999999,185.00999999999999,219.86000000000001,172.90000000000001,-83,7
3232,279.08999999999997,184.34999999999999,219.75999999999999,172.90000000000001,-83,7
3233,279.02999999999997,183.68000000000001,219.66000000000000,172.90000000000001,-83,7
3234,278.97000000000003,183.02000000000001,219.56000000000000,172.90000000000001,-83,7
3235,278.92000000000002,182.34999999999999,219.44999999999999,172.90000000000001,-83,7
3236,278.86000000000001,181.69000000000000,219.34999999999999,172.90000000000001,-83,7
3237,278.80000000000001,181.02000000000001,219.24000000000001,172.90000000000001,-83,7
3238,278.75,180.36000000000001,219.13000000000000,172.90000000000001,-83,7
3239,278.69000000000000,179.69000000000000,219.02000000000001,172.90000000000001,-83,7
3240,278.63999999999999,179.03000000000000,218.91000000000000,172.90000000000001,-83,7
3241,278.57999999999998,178.37000000000000,218.80000000000001,172.90000000000001,-83,7
3242,278.52999999999997,177.69999999999999,218.69000000000000,172.90000000000001,-83,7
3243,278.47000000000003,177.03999999999999,218.58000000000001,172.90000000000001,-83,7
3244,278.42000000000002,176.37000000000000,218.47000000000000,172.90000000000001,-83,7
3245,278.37000000000000,175.71000000000001,218.36000000000001,172.90000000000001,-83,7
3246,278.31999999999999,175.03999999999999,218.25999999999999,172.90000000000001,-83,7
3247,278.26999999999998,174.38000000000000,218.15000000000001,172.90000000000001,-83,7
3248,278.22000000000003,173.71000000000001,218.05000000000001,172.90000000000001,-83,7
3249,278.18000000000001,173.03999999999999,217.94000000000000,172.90000000000001,-83,7
3250,278.13000000000000,172.38000000000000,217.84000000000000,172.90000000000001,-83,7
3251,278.08999999999997,171.71000000000001,217.74000000000001,172.90000000000001,-83,7
3252,278.05000000000001,171.03999999999999,217.65000000000001,172.90000000000001,-83,7
3253,278.00999999999999,170.37000000000000,217.55000000000001,172.90000000000001,-83,7
3254,277.97000000000003,169.71000000000001,217.46000000000001,172.90000000000001,-83,7
3255,277.93000000000001,169.03999999999999,217.37000000000000,172.90000000000001,-83,7
3256,277.89999999999998,168.37000000000000,217.28000000000000,172.90000000000001,-83,7
3257,277.87000000000000,167.69999999999999,217.19000000000000,172.90000000000001,-83,7
3258,277.82999999999998,167.03000000000000,217.11000000000001,172.90000000000001,-83,7
3259,277.80000000000001,166.36000000000001,217.02000000000001,172.90000000000001,-83,7
3260,277.76999999999998,165.69000000000000,216.93000000000001,172.90000000000001,-83,7
3261,277.74000000000001,165.02000000000001,216.84999999999999,172.90000000000001,-83,7
3262,277.70999999999998,164.34999999999999,216.75999999999999,172.90000000000001,-83,7
3263,277.68000000000001,163.68000000000001,216.68000000000001,172.90000000000001,-83,7
3264,277.64999999999998,163.00999999999999,216.59000000000000,172.90000000000001,-83,7
3265,277.62000000000000,162.34999999999999,216.5,172.90000000000001,-83,7
3266,277.58999999999997,161.68000000000001,216.41000000000000,172.90000000000001,-83,7
3267,277.56999999999999,161.00999999999999,216.31999999999999,172.90000000000001,-83,7
3268,277.54000000000002,160.34000000000000,216.24000000000001,172.90000000000001,-83,7
3269,277.50999999999999,159.66999999999999,216.15000000000001,172.90000000000001,-83,7
3270,277.48000000000002,159.0,216.06000000000000,172.90000000000001,-83,7
3271,277.44999999999999,158.33000000000001,215.97000000000000,172.90000000000001,-83,7
3272,277.42000000000002,157.66000000000000,215.88000000000000,172.90000000000001,-83,7
3273,277.38999999999999,156.99000000000001,215.78999999999999,172.90000000000001,-83,7
3274,277.36000000000001,156.31999999999999,215.69999999999999,172.90000000000001,-83,7
3275,277.31999999999999,155.65000000000001,215.61000000000001,172.90000000000001,-83,7
3276,277.29000000000002,154.99000000000001,215.52000000000001,172.90000000000001,-83,7
3277,277.25999999999999,154.31999999999999,215.43000000000001,172.90000000000001,-83,7
3278,277.23000000000002,153.65000000000001,215.34000000000000,172.90000000000001,-83,7
3279,277.19000000000000,152.97999999999999,215.25,172.90000000000001,-83,7
3280,277.16000000000003,152.31000000000000,215.16000000000000,172.90000000000001,-83,7
3281,277.12000000000000,151.63999999999999,215.06999999999999,172.90000000000001,-83,7
3282,277.08999999999997,150.97000000000000,214.97999999999999,172.90000000000001,-83,7
3283,277.06000000000000,150.30000000000001,214.90000000000001,172.90000000000001,-83,7
3284,277.01999999999998,149.63000000000000,214.81000000000000,172.90000000000001,-83,7
3285,276.99000000000001,148.96000000000001,214.72999999999999,172.90000000000001,-83,7
3286,276.95999999999998,148.28999999999999,214.63999999999999,172.90000000000001,-83,7
3287,276.92000000000002,147.63000000000000,214.56000000000000,172.90000000000001,-83,7
3288,276.88999999999999,146.96000000000001,214.47999999999999,172.90000000000001,-83,7
3289,276.86000000000001,146.28999999999999,214.40000000000001,172.90000000000001,-83,7
3290,276.82999999999998,145.61000000000001,214.31999999999999,172.90000000000001,-83,7
3291,276.79000000000002,144.94000000000000,214.24000000000001,172.90000000000001,-83,7
3292,276.75999999999999,144.27000000000001,214.16999999999999,172.90000000000001,-83,7
3293,276.73000000000002,143.59999999999999,214.09000000000000,172.90000000000001,-83,7
3294,276.70999999999998,142.93000000000001,214.02000000000001,172.90000000000001,-83,7
3295,276.68000000000001,142.25999999999999,213.94999999999999,172.90000000000001,-83,7
3296,276.64999999999998,141.59000000000000,213.88000000000000,172.90000000000001,-83,7
3297,276.62000000000000,140.91999999999999,213.81999999999999,172.90000000000001,-83,7
3298,276.60000000000002,140.24000000000001,213.75,172.90000000000001,-83,7
3299,276.57999999999998,139.56999999999999,213.69000000000000,172.90000000000001,-83,7
3300,276.55000000000001,138.90000000000001,213.63000000000000,172.90000000000001,-83,7
3301,276.52999999999997,138.22999999999999,213.56999999999999,172.90000000000001,-83,7
3302,276.50999999999999,137.55000000000001,213.50999999999999,172.90000000000001,-83,7
3303,276.49000000000001,136.88000000000000,213.46000000000001,172.90000000000001,-83,7
3304,276.47000000000003,136.21000000000001,213.40000000000001,172.90000000000001,-83,7
3305,276.45999999999998,135.53000000000000,213.34999999999999,172.90000000000001,-83,7
3306,276.44000000000000,134.86000000000001,213.30000000000001,172.90000000000001,-83,7
3307,276.42000000000002,134.19000000000000,213.25,172.90000000000001,-83,7
3308,276.41000000000003,133.50999999999999,213.19999999999999,172.90000000000001,-83,7
3309,276.38999999999999,132.84000000000000,213.15000000000001,172.90000000000001,-83,7
3310,276.38000000000000,132.16999999999999,213.11000000000001,172.90000000000001,-83,7
3311,276.37000000000000,131.49000000000001,213.06000000000000,172.90000000000001,-83,7
3312,276.35000000000002,130.81999999999999,213.00999999999999,172.90000000000001,-83,7
3313,276.33999999999997,130.13999999999999,212.97000000000000,172.90000000000001,-83,7
3314,276.31999999999999,129.47000000000000,212.91999999999999,172.90000000000001,-83,7
3315,276.31000000000000,128.80000000000001,212.87000000000000,172.90000000000001,-83,7
3316,276.29000000000002,128.12000000000000,212.83000000000001,172.90000000000001,-83,7
3317,276.26999999999998,127.45000000000000,212.78000000000000,172.90000000000001,-83,7
3318,276.25999999999999,126.77000000000000,212.72999999999999,172.90000000000001,-83,7
3319,276.24000000000001,126.09999999999999,212.68000000000001,172.90000000000001,-83,7
3320,276.22000000000003,125.43000000000001,212.63000000000000,172.90000000000001,-83,7
3321,276.19999999999999,124.75,212.58000000000001,172.90000000000001,-83,7
3322,276.18000000000001,124.08000000000000,212.53000000000000,172.90000000000001,-83,7
3323,276.16000000000003,123.41000000000000,212.47999999999999,172.90000000000001,-83,7
3324,276.13999999999999,122.73000000000000,212.43000000000001,172.90000000000001,-83,7
3325,276.12000000000000,122.06000000000000,212.38000000000000,172.90000000000001,-83,7
3326,276.10000000000002,121.39000000000000,212.33000000000001,172.90000000000001,-83,7
3327,276.07999999999998,120.70999999999999,212.28000000000000,172.90000000000001,-83,7
3328,276.06000000000000,120.04000000000001,212.22000000000000,172.90000000000001,-83,7
3329,276.04000000000002,119.37000000000000,212.16999999999999,172.90000000000001,-83,7
3330,276.01999999999998,118.69000000000000,212.12000000000000,172.90000000000001,-83,7
3331,276.00999999999999,118.02000000000000,212.06999999999999,172.90000000000001,-83,7
3332,275.99000000000001,117.34999999999999,212.02000000000001,172.90000000000001,-83,7
3333,275.97000000000003,116.67000000000000,211.97000000000000,172.90000000000001,-83,7
3334,275.95999999999998,116.0,211.91999999999999,172.90000000000001,-83,7
3335,275.94000000000000,115.33000000000000,211.87000000000000,172.90000000000001,-83,7
3336,275.93000000000001,114.65000000000001,211.81999999999999,172.90000000000001,-83,7
3337,275.92000000000002,113.98000000000000,211.77000000000001,172.90000000000001,-83,7
3338,275.91000000000003,113.30000000000000,211.72999999999999,172.90000000000001,-83,7
3339,275.89999999999998,112.63000000000000,211.68000000000001,172.90000000000001,-83,7
3340,275.89999999999998,111.95999999999999,211.63999999999999,172.90000000000001,-83,7
3341,275.88999999999999,111.28000000000000,211.59999999999999,172.90000000000001,-83,7
3342,275.88999999999999,110.61000000000000,211.56000000000000,172.90000000000001,-83,7
3343,275.88999999999999,109.93000000000001,211.52000000000001,172.90000000000001,-83,7
3344,275.89999999999998,109.26000000000001,211.47999999999999,172.90000000000001,-83,7
3345,275.89999999999998,108.58000000000000,211.44000000000000,172.90000000000001,-83,7
3346,275.91000000000003,107.91000000000000,211.41000000000000,172.90000000000001,-83,7
3347,275.92000000000002,107.23000000000000,211.38000000000000,172.90000000000001,-83,7
3348,275.93000000000001,106.56000000000000,211.34000000000000,172.90000000000001,-83,7
3349,275.94000000000000,105.88000000000000,211.31000000000000,172.90000000000001,-83,7
3350,275.95999999999998,105.20999999999999,211.28000000000000,172.90000000000001,-83,7
3351,275.98000000000002,104.53000000000000,211.25999999999999,172.90000000000001,-83,7
3352,276.0,103.86000000000000,211.22999999999999,172.90000000000001,-83,7
3353,276.02999999999997,103.18000000000001,211.19999999999999,172.90000000000001,-83,7
3354,276.05000000000001,102.51000000000001,211.18000000000001,172.90000000000001,-83,7
3355,276.07999999999998,101.84000000000000,211.16000000000000,172.90000000000001,-83,7
3356,276.11000000000001,101.16000000000000,211.13999999999999,172.90000000000001,-83,7
3357,276.14999999999998,100.48999999999999,211.12000000000000,172.90000000000001,-83,7
3358,276.18000000000001,99.810000000000002,211.11000000000001,172.90000000000001,-83,7
3359,276.22000000000003,99.140000000000001,211.09999999999999,172.90000000000001,-83,7
3360,276.25999999999999,98.459999999999994,211.09000000000000,172.90000000000001,-83,7
3361,276.30000000000001,97.790000000000006,211.08000000000001,172.90000000000001,-83,7
3362,276.35000000000002,97.109999999999999,211.08000000000001,172.90000000000001,-83,7
3363,276.39999999999998,96.439999999999998,211.08000000000001,172.90000000000001,-83,7
3364,276.44000000000000,95.769999999999996,211.08000000000001,172.90000000000001,-83,7
3365,276.49000000000001,95.090000000000003,211.08000000000001,172.90000000000001,-83,7
3366,276.55000000000001,94.420000000000002,211.09000000000000,172.90000000000001,-83,7
3367,276.60000000000002,93.75,211.09999999999999,172.90000000000001,-83,7
3368,276.66000000000003,93.069999999999993,211.11000000000001,172.90000000000001,-83,7
3369,276.72000000000003,92.400000000000006,211.13000000000000,172.90000000000001,-83,7
3370,276.77999999999997,91.730000000000004,211.13999999999999,172.90000000000001,-83,7
3371,276.85000000000002,91.060000000000002,211.16000000000000,172.90000000000001,-83,7
3372,276.92000000000002,90.379999999999995,211.19000000000000,172.90000000000001,-83,7
3373,276.99000000000001,89.709999999999994,211.22000000000000,172.90000000000001,-83,7
3374,277.06999999999999,89.040000000000006,211.25,172.90000000000001,-83,7
3375,277.14999999999998,88.370000000000005,211.28000000000000,172.90000000000001,-83,7
3376,277.23000000000002,87.700000000000003,211.31999999999999,172.90000000000001,-83,7
3377,277.31999999999999,87.030000000000001,211.36000000000001,172.90000000000001,-83,7
3378,277.41000000000003,86.370000000000005,211.40000000000001,172.90000000000001,-83,7
3379,277.50999999999999,85.700000000000003,211.44999999999999,172.90000000000001,-83,7
3380,277.61000000000001,85.030000000000001,211.5,172.90000000000001,-83,7
3381,277.72000000000003,84.370000000000005,211.55000000000001,172.90000000000001,-83,7
